89	94
89	99
89	117
89	121
89	122
90	4
90	8
90	18
90	40
90	50
90	53
90	58
90	60
90	76
90	89
90	94
90	100
90	103
90	111
90	117
90	123
91	27
91	30
91	32
91	43
91	46
91	57
91	73
91	80
91	84
91	87
91	103
91	106
91	109
91	113
91	120
91	125
92	27
92	34
92	35
92	43
92	44
92	46
92	49
92	73
92	80
92	85
92	100
92	106
92	113
92	120
92	124
92	125
93	7
93	13
93	29
93	59
93	63
93	70
93	71
93	75
93	79
93	86
93	95
93	97
93	111
93	114
93	115
93	118
94	9
94	14
94	17
94	18
94	19
94	31
94	32
94	35
94	48
94	53
94	60
94	89
94	90
94	103
94	123
94	126
95	10
95	15
95	16
95	23
95	47
95	51
95	63
95	69
95	70
95	71
95	74
95	77
95	93
95	97
95	103
95	111
96	1
96	6
96	7
96	9
96	21
96	38
96	56
96	65
96	81
96	101
96	108
96	119
96	124
96	126
96	127
96	128
97	10
97	13
97	15
97	37
97	55
97	59
97	63
97	74
97	75
97	93
97	95
97	102
97	104
97	105
97	118
97	127
98	2
98	3
98	5
98	10
98	27
98	32
98	54
98	73
98	80
98	84
98	87
98	109
98	115
98	116
98	124
98	125
99	8
99	9
99	11
99	19
99	28
99	30
99	53
99	58
99	60
99	76
99	82
99	89
99	103
99	121
99	122
99	123
100	9
100	11
100	14
100	19
100	40
100	47
100	48
100	76
100	78
100	82
100	90
100	92
100	117
100	121
100	122
100	126
101	7
101	21
101	22
101	26
101	35
101	36
101	38
101	39
101	61
101	66
101	68
101	74
101	96
101	107
101	119
101	128
102	16
102	42
102	56
102	59
102	63
102	64
102	74
102	77
102	79
102	84
102	86
102	97
102	104
102	110
102	114
102	118
103	4
103	8
103	14
103	24
103	28
103	31
103	47
103	50
103	53
103	90
103	91
103	94
103	95
103	99
103	117
103	121
104	10
104	15
104	23
104	37
104	52
104	55
104	63
104	64
104	69
104	75
104	79
104	97
104	102
104	110
104	111
104	122
105	10
105	13
105	15
105	29
105	30
105	37
105	51
105	52
105	59
105	69
105	71
105	77
105	86
105	97
105	110
105	113
106	2
106	3
106	5
106	16
106	44
106	54
106	57
106	62
106	85
106	87
106	91
106	92
106	109
106	113
106	115
106	125
107	6
107	7
107	12
107	20
107	26
107	33
107	35
107	42
107	56
107	61
107	65
107	66
107	101
107	108
107	112
107	128
108	1
108	6
108	12
108	35
108	39
108	56
108	61
108	67
108	68
108	72
108	81
108	96
108	107
108	112
108	119
108	126
109	43
109	44
109	46
109	49
109	73
109	78
109	80
109	85
109	87
109	91
109	98
109	106
109	112
109	115
109	116
109	124
110	12
110	16
110	29
110	42
110	51
110	55
110	63
110	64
110	69
110	71
110	74
110	86
110	102
110	104
110	105
110	118
111	15
111	37
111	42
111	51
111	59
111	62
111	64
111	70
111	77
111	86
111	90
111	93
111	95
111	104
111	114
111	118
112	7
112	21
112	33
112	36
112	38
112	45
112	56
112	65
112	66
112	83
112	88
112	107
112	108
112	109
112	119
112	128
113	2
113	3
113	25
113	41
113	62
113	73
113	78
113	80
113	91
113	92
113	105
113	106
113	115
113	120
113	124
113	125
114	8
114	13
114	15
114	16
114	29
114	55
114	59
114	64
114	71
114	74
114	75
114	77
114	79
114	93
114	102
114	111
115	3
115	27
115	30
115	32
115	34
115	46
115	57
115	80
115	81
115	93
115	98
115	106
115	109
115	113
115	120
115	124
116	2
116	3
116	5
116	43
116	44
116	49
116	50
116	54
116	62
116	72
116	73
116	85
116	87
116	98
116	109
116	120
117	14
117	40
117	47
117	50
117	53
117	58
117	60
117	75
117	76
117	82
117	89
117	90
117	100
117	103
117	122
117	126
118	2
118	16
118	42
118	52
118	55
118	63
118	65
118	69
118	70
118	71
118	75
118	93
118	97
118	102
118	110
118	111
119	6
119	18
119	21
119	35
119	36
119	38
119	39
119	66
119	67
119	72
119	88
119	96
119	101
119	108
119	112
119	127
120	2
120	23
120	30
120	41
120	46
120	49
120	65
120	78
120	80
120	85
120	91
120	92
120	113
120	115
120	116
120	125
121	2
121	9
121	14
121	18
121	31
121	47
121	48
121	50
121	53
121	55
121	76
121	89
121	99
121	100
121	103
121	126
122	4
122	5
122	17
122	19
122	24
122	40
122	48
122	50
122	53
122	60
122	89
122	99
122	100
122	104
122	117
122	123
123	4
123	6
123	9
123	11
123	17
123	28
123	31
123	47
123	50
123	60
123	76
123	81
123	90
123	94
123	99
123	122
124	2
124	25
124	41
124	43
124	46
124	54
124	57
124	84
124	87
124	92
124	96
124	98
124	109
124	113
124	115
124	125
125	3
125	30
125	34
125	41
125	49
125	57
125	78
125	83
125	85
125	91
125	92
125	98
125	106
125	113
125	120
125	124
126	4
126	8
126	9
126	17
126	18
126	19
126	24
126	40
126	76
126	82
126	94
126	96
126	100
126	108
126	117
126	121
127	1
127	7
127	12
127	20
127	22
127	26
127	36
127	38
127	39
127	56
127	65
127	66
127	68
127	96
127	97
127	119
128	7
128	12
128	20
128	21
128	22
128	26
128	38
128	57
128	61
128	65
128	72
128	83
128	96
128	101
128	107
128	112
